"measure","time","treat"
0.397263898533395,0,"A"
0.443895706575633,1,"A"
-0.989390110689233,2,"A"
2.17431507086635,3,"A"
0.58345093032656,4,"A"
-1.41570861800529,5,"A"
-1.16255697796732,6,"A"
3.76311749309685,0,"B"
5.8216059217858,2,"B"
5.94160875538627,4,"B"
4.40488590798941,6,"B"
8.11314268318236,8,"B"
5.80503338969084,10,"B"
-0.519621593708887,0,"C"
0.646115199847723,1,"C"
1.74559229502066,2,"C"
-0.304473300688423,3,"C"
0.0148464530748599,4,"C"
-0.0749504715538524,5,"C"
0.856551718227368,6,"C"
4.00046615072238,0,"D"
4.17366281366236,2,"D"
5.20452018623819,4,"D"
5.1327846941715,6,"D"
3.03677425768278,8,"D"
3.47334124371788,10,"D"
1.56243162423907,0,"E"
0.704563342583306,1,"E"
-0.221926061592792,2,"E"
-0.100647228377579,3,"E"
1.90628650183961,4,"E"
-0.135007402151723,5,"E"
-0.292363456473726,6,"E"
4.68335244780441,0,"F"
4.96205222118222,2,"F"
5.90452703414633,4,"F"
4.8055216342279,6,"F"
4.21596638052873,8,"F"
4.20368345016795,10,"F"
-0.54486619012607,0,"G"
-0.0398939256237643,1,"G"
-0.0826846140292203,2,"G"
0.767986454762506,3,"G"
0.959162765568234,4,"G"
-0.142625817723456,5,"G"
0.249190541498022,6,"G"
5.54493186944727,0,"H"
4.84845517017192,2,"H"
5.56806639945913,4,"H"
4.82975193443095,6,"H"
5.32107830906866,8,"H"
3.89800588825069,10,"H"
-0.476058001703895,0,"I"
0.158171883268121,1,"I"
1.15724190510546,2,"I"
-1.63926177022202,3,"I"
0.0888789977087634,4,"I"
0.251270493416237,5,"I"
0.308996448053263,6,"I"
5.43801476311999,0,"J"
5.90389199411225,2,"J"
4.64580367963887,4,"J"
6.1126526952604,6,"J"
3.72190996920943,8,"J"
3.85957887685124,10,"J"
