1	3	6	8
0	ADB	R
0	ADI	V
0	ADL	V
0	ADT	V
0	ADJ	A
0	BST	X
0	DET	D
0	ID	X
0	IDENT	X
0	IZE	N
0	IOR	P
0	ITJ	I
0	HAOS	M
0	LOT	C
0	PRT	S
0	PUNT	F
0	BEREIZ	F
1	IZB	P
1	LIB	L
1	ZKI	Z
1	ARR	Q
1	GAL	T
1	SIN	M
1	ADK	M
1	FAK	M
1	ERKARR	A
1	ERKIND	I
1	NOLARR	Q
1	NOLGAL	T
1	DZH	Z
1	DZG	G
1	BAN	B
1	ORD	D
1	ORO	O
1	PERARR	A
1	PERIND	I
1	IZGMGB	G
1	IZGGAL	T
1	ELK	E
1	BIH	B
1	LOK	C
1	JNT	C
1	MEN	S
2	IZEELI	N
3	ABL	B
3	ABU	U
3	ABS	N
3	ABZ	Z
3	ALA	A
3	BNK	K
3	DAT	D
3	DES	T
3	DESK	Q
3	ERG	E
3	GEL	L
3	GEN	G
3	INE	I
3	INS	C
3	MOT	M
3	PAR	P
3	PRO	R
3	SOZ	S
3	ADIZE	I
3	ADOIN	A
3	PART	P
3	AURK	V
3	BALD	B
3	DENB	T
3	EMEN	A
3	ERLT	R
3	ESPL	E
3	HAUT	D
3	HELB	F
3	KAUS	L
3	KONPL	C
3	KONT	O
3	MOD	W
3	MOD/DENB	X
3	MOS	S
3	MOT	M
3	ONDO	N
3	ZHG	I
4	NUMS	S
4	NUMP	P
4	MG	M
4	A1	O
4	A2	G
4	A3	S
4	A4	S
4	B1	L
4	B4	B
4	B7	A
4	C	I
4	A5	A
4	B2	B
4	B3	B
4	B5	S
4	B6	S
4	B8	A
4	B5A	S
4	B5B	S
5	EZBU	I
5	GERO	G
5	BURU	P
5	PNT	T
5	KONP	K
5	SUP	S
5	GEHI	G
5	IND	I
6	ABL	B
6	ABU	U
6	ABS	N
6	ABZ	Z
6	ALA	A
6	BNK	K
6	DAT	D
6	DES	T
6	DESK	Q
6	ERG	E
6	GEL	L
6	GEN	G
6	INE	I
6	INS	C
6	MOT	M
6	PAR	P
6	PRO	R
6	SOZ	S
6	IZAUR-	A
6	IZAUR+	B
7	AURK	V
7	BALD	B
7	DENB	T
7	EMEN	A
7	ERLT	R
7	ESPL	E
7	HAUT	D
7	HELB	F
7	KAUS	L
7	KONPL	C
7	KONT	O
7	MOD	W
7	MOD/DENB	X
7	MOS	S
7	MOT	M
7	ONDO	N
7	ZHG	I
