
# PINGSoft - i filter: SDSS-III (2001 version)
# -----------------------------------------------

# CWL: 7480

#  Wavelength  Transmission
      6430.00      0.00000
      6455.00  0.000100000
      6480.00  0.000300000
      6505.00  0.000400000
      6530.00  0.000400000
      6555.00  0.000300000
      6580.00  0.000300000
      6605.00  0.000400000
      6630.00  0.000900000
      6655.00   0.00190000
      6680.00   0.00340000
      6705.00   0.00560000
      6730.00    0.0103000
      6755.00    0.0194000
      6780.00    0.0344000
      6805.00    0.0561000
      6830.00    0.0839000
      6855.00     0.116400
      6880.00     0.152800
      6905.00     0.194800
      6930.00     0.240800
      6955.00     0.285700
      6980.00     0.323300
      7005.00     0.350300
      7030.00     0.375900
      7055.00     0.399000
      7080.00     0.416200
      7105.00     0.423300
      7130.00     0.416500
      7155.00     0.394300
      7180.00     0.376000
      7205.00     0.382300
      7230.00     0.391800
      7255.00     0.389200
      7280.00     0.382800
      7305.00     0.382000
      7330.00     0.388400
      7355.00     0.387200
      7380.00     0.382100
      7405.00     0.378700
      7430.00     0.375900
      7455.00     0.372700
      7480.00     0.368100
      7505.00     0.361800
      7530.00     0.356500
      7555.00     0.355400
      7580.00     0.347800
      7605.00     0.147300
      7630.00     0.209600
      7655.00     0.264800
      7680.00     0.330000
      7705.00     0.325600
      7730.00     0.322300
      7755.00     0.317900
      7780.00     0.312900
      7805.00     0.307700
      7830.00     0.302600
      7855.00     0.298000
      7880.00     0.294400
      7905.00     0.292100
      7930.00     0.291600
      7955.00     0.292100
      7980.00     0.292700
      8005.00     0.292300
      8030.00     0.289600
      8055.00     0.284000
      8080.00     0.275800
      8105.00     0.264200
      8130.00     0.242700
      8155.00     0.209100
      8180.00     0.168900
      8205.00     0.127600
      8230.00    0.0901000
      8255.00    0.0603000
      8280.00    0.0378000
      8305.00    0.0218000
      8330.00    0.0117000
      8355.00   0.00680000
      8380.00   0.00480000
      8405.00   0.00330000
      8430.00   0.00200000
      8455.00   0.00130000
      8480.00   0.00100000
      8505.00  0.000900000
      8530.00  0.000900000
      8555.00  0.000800000
      8580.00  0.000500000
      8605.00  0.000200000
      8630.00      0.00000
