ID	ParentValues	ChildValues
757	v6142 == 1	0
767	v6142 == 1	0
777	v6142 == 1	0
796	v6142 == 1 || v777 == 0	0
806	v6142 == 1	0
816	v6142 == 1	0
826	v6142 == 1	0
874	v864 >= 1	0
894	v884 >= 1	0
914	v904 >= 1	0
924	v864 >= 1	0
943	v864 >= 1	0
971	v6164 == 1	0
981	v6164== 1	0
991	v6164== 3	0
1001	v6164 == 3	0
1011	v6164 == 4	0
1021	v6164 == 4	0
1120	v1110 == -1 || v1110 == 0	0
1130	v1110 == -1 || v1110 == 0	0
2664	v1558 >= 1 && v1558 <= 5 && v1568 == 3	0
2867	v1249 == 1	0
2877	v1249 == 1	0
2887	v1249 == 1 && v2877 >= 1 && v2877 <= 2	0
2897	v1249 == 1	0
2907	v1249 == 1	0
2926	v1249 == 1 && v2907 == 1	0
2936	v1249 == 1 && v2907 == 1	0
6147	v1249 == 1 && v2907 == 1	0
20084	v104670 == 1	0
20087	v101300 == 1	0
20088	v103310 == 1	0
20091	v100950 > 0	0
20092	v101020 > 0	0
20093	v101090 > 0	0
20094	v101160 > 0	0
20095	v100670 > 0	0
20096	v100590 > 0	0
20097	v100630 > 0	0
20098	v101310 > 0	0
20099	v101350 > 0	0
20100	v101390 > 0	0
20101	v101430 > 0	0
20102	v101470 > 0	0
20103	v101510 > 0	0
20104	v101550 > 0	0
20106	v102090 > 0	0
20108	v102540 > 0	0
20109	v102620 > 0	0
20230	v20229 > 0	0
20247	v20147 > 0	0
20248	v20148 > 0	0
22503	v22502 == 0	0
22505	v22504 == 0	0
22508	v22506 == 113 || v22506 == 114	0
100250	v100240 == 1	0
100260	v100250 != na	0
100270	v100240 == 1	0
100280	v100270 != na	0
100290	v100240 == 1	0
100300	v100240 == 1	0
100310	v100240 == 1	0
100320	v100310 != na	0
100330	v100240 == 1	0
100350	v100330 != na	0
100360	v100240 == 1	0
100370	v100240 == 1	0
100380	v100240 == 1	0
100400	v100390 == 1	0
100410	v100390 == 1	0
100420	v100390 == 1	0
100430	v100390 == 1	0
100440	v100390 == 1	0
100460	v100400 != na	0
100470	v100400 != na	0
100480	v100410 != na	0
100490	v100390 == 1	0
100500	v100390 == 1	0
100520	v100510 == 1	0
100530	v100510 == 1	0
100540	v100510 == 1	0
100550	v100510 == 1	0
100560	v100510 == 1	0
100590	v100580 == 1	0
100630	v100580 == 1	0
100670	v100580 == 1	0
100710	v100580 == 1	0
100720	v100580 == 1	0
100730	v100580 == 1	0
100740	v100580 == 1	0
100770	v100760 == 1	0
100800	v100760 == 1	0
100810	v100760 == 1	0
100820	v100760 == 1	0
100830	v100760 == 1	0
100840	v100760 == 1	0
100850	v100760 == 1	0
100860	v100760 == 1	0
100880	v100760 == 1	0
100890	v100760 == 1	0
100900	v100760 == 1	0
100910	v100760 == 1	0
100950	v100940 == 1	0
101020	v100940 == 1	0
101090	v100940 == 1	0
101160	v100940 == 1	0
101230	v100940 == 1	0
101240	v100940 == 1	0
101250	v100940 == 1	0
101260	v100940 == 1	0
101270	v100940 == 1	0
101310	v101300 == 1	0
101350	v101300 == 1	0
101390	v101300 == 1	0
101430	v101300 == 1	0
101470	v101300 == 1	0
101510	v101300 == 1	0
101550	v101300 == 1	0
102090	v102080 == 1	0
102120	v102080 == 1	0
102140	v102130 == 1	0
102150	v102130 == 1	0
102170	v102130 == 1	0
102180	v102130 == 1	0
102190	v102130 == 1	0
102200	v102130 == 1	0
102210	v102130 == 1	0
