
# PINGSoft - V filter: Johnson (1965)  CWL: 5500A
# ------------------------------------------------
# Original information:
# 
# Adapted from ApJ 141, 923 (1965)

# CWL: 5500

#  Wavelength  Transmission
     4600.00      0.00000
     4650.00      0.00000
     4700.00      0.01000
     4750.00      0.01000
     4800.00      0.02000
     4850.00      0.05000
     4900.00      0.11000
     4950.00      0.20000
     5000.00      0.38000
     5050.00      0.67000
     5100.00      0.78000
     5150.00      0.85000
     5200.00      0.91000
     5250.00      0.94000
     5300.00      0.96000
     5350.00      0.98000
     5400.00      0.98000
     5450.00      0.95000
     5500.00      0.87000
     5550.00      0.79000
     5600.00      0.72000
     5650.00      0.71000
     5700.00      0.69000
     5750.00      0.65000
     5800.00      0.62000
     5850.00      0.58000
     5900.00      0.52000
     5950.00      0.46000
     6000.00      0.40000
     6050.00      0.34000
     6100.00      0.29000
     6150.00      0.24000
     6200.00      0.20000
     6250.00      0.17000
     6300.00      0.14000
     6350.00      0.11000
     6400.00      0.08000
     6450.00      0.06000
     6500.00      0.05000
     6550.00      0.03000
     6600.00      0.02000
     6650.00      0.02000
     6700.00      0.01000
     6750.00      0.01000
     6800.00      0.01000
     6850.00      0.01000
     6900.00      0.01000
     6950.00      0.01000
     7000.00      0.01000
     7050.00      0.01000
     7100.00      0.01000
     7150.00      0.01000
     7200.00      0.01000
     7250.00      0.01000
     7300.00      0.01000
     7350.00      0.00000

