
# PINGSoft - u filter: SDSS-III (2001 version)
# -----------------------------------------------

# CWL: 3551

#  Wavelength  Transmission
      2980.00      0.00000
      3005.00  0.000100000
      3030.00  0.000500000
      3055.00   0.00130000
      3080.00   0.00260000
      3105.00   0.00520000
      3130.00   0.00930000
      3155.00    0.0161000
      3180.00    0.0240000
      3205.00    0.0323000
      3230.00    0.0405000
      3255.00    0.0485000
      3280.00    0.0561000
      3305.00    0.0634000
      3330.00    0.0700000
      3355.00    0.0756000
      3380.00    0.0803000
      3405.00    0.0848000
      3430.00    0.0883000
      3455.00    0.0917000
      3480.00    0.0959000
      3505.00     0.100100
      3530.00     0.102900
      3555.00     0.104400
      3580.00     0.105300
      3605.00     0.106300
      3630.00     0.107500
      3655.00     0.108500
      3680.00     0.108400
      3705.00     0.106400
      3730.00     0.102400
      3755.00    0.0966000
      3780.00    0.0887000
      3805.00    0.0787000
      3830.00    0.0672000
      3855.00    0.0549000
      3880.00    0.0413000
      3905.00    0.0268000
      3930.00    0.0145000
      3955.00   0.00750000
      3980.00   0.00420000
      4005.00   0.00220000
      4030.00   0.00100000
      4055.00  0.000600000
      4080.00  0.000400000
      4105.00  0.000200000
      4130.00      0.00000
