
# PINGSoft - g filter: SDSS-III (2001 version)
# -----------------------------------------------

# CWL: 4686

#  Wavelength  Transmission
      3630.00      0.00000
      3655.00  0.000300000
      3680.00  0.000800000
      3705.00   0.00130000
      3730.00   0.00190000
      3755.00   0.00240000
      3780.00   0.00340000
      3805.00   0.00550000
      3830.00    0.0103000
      3855.00    0.0194000
      3880.00    0.0326000
      3905.00    0.0492000
      3930.00    0.0686000
      3955.00    0.0900000
      3980.00     0.112300
      4005.00     0.134200
      4030.00     0.154500
      4055.00     0.172200
      4080.00     0.187300
      4105.00     0.200300
      4130.00     0.211600
      4155.00     0.221400
      4180.00     0.230100
      4205.00     0.237800
      4230.00     0.244800
      4255.00     0.251300
      4280.00     0.257400
      4305.00     0.263300
      4330.00     0.269100
      4355.00     0.274700
      4380.00     0.280100
      4405.00     0.285200
      4430.00     0.289900
      4455.00     0.294000
      4480.00     0.297900
      4505.00     0.301600
      4530.00     0.305500
      4555.00     0.309700
      4580.00     0.314100
      4605.00     0.318400
      4630.00     0.322400
      4655.00     0.325700
      4680.00     0.328400
      4705.00     0.330700
      4730.00     0.332700
      4755.00     0.334600
      4780.00     0.336400
      4805.00     0.338300
      4830.00     0.340300
      4855.00     0.342500
      4880.00     0.344800
      4905.00     0.347200
      4930.00     0.349500
      4955.00     0.351900
      4980.00     0.354100
      5005.00     0.356200
      5030.00     0.358100
      5055.00     0.359700
      5080.00     0.360900
      5105.00     0.361300
      5130.00     0.360900
      5155.00     0.359500
      5180.00     0.358100
      5205.00     0.355800
      5230.00     0.345200
      5255.00     0.319400
      5280.00     0.280700
      5305.00     0.233900
      5330.00     0.183900
      5355.00     0.135200
      5380.00    0.0911000
      5405.00    0.0548000
      5430.00    0.0295000
      5455.00    0.0166000
      5480.00    0.0112000
      5505.00   0.00770000
      5530.00   0.00500000
      5555.00   0.00320000
      5580.00   0.00210000
      5605.00   0.00150000
      5630.00   0.00120000
      5655.00   0.00100000
      5680.00  0.000900000
      5705.00  0.000800000
      5730.00  0.000600000
      5755.00  0.000500000
      5780.00  0.000300000
      5805.00  0.000100000
      5830.00      0.00000
